"";"COD6D";"QT_EXIST";"QT_CONTR";"QT_SUS";"QT_NSUS"
"772";"520470";17;0;17;0
"773";"520480";6;0;6;0
"774";"520490";48;0;34;14
"775";"520495";36;0;35;1
"776";"520500";18;0;18;0
"777";"520505";15;0;15;0
"778";"520510";286,5;0;208,5;78
"779";"520520";18;0;18;0
"780";"520530";18;0;18;0
"781";"520540";278,5;0;136,5;138,5
"782";"520545";28;0;28;0
"783";"520547";14;0;14;0
"784";"520549";57;0;44;13
"785";"520551";35;0;35;0
"786";"520552";15;0;15;0
"787";"520570";16;0;16;0
"788";"520580";29;0;13;16
"789";"520590";28;0;28;0
"790";"520620";31;0;27;4
"791";"520630";23;0;23;0
"792";"520640";97;0;68;29
"793";"520650";6;0;6;0
"794";"520660";14;0;14;0
"795";"520670";13;0;13;0
"796";"520680";14;0;14;0
"797";"520710";26;0;26;0
"798";"520725";24;0;24;0
"799";"520735";10;0;10;0
"800";"520740";26;0;18;8
"801";"520750";17;0;17;0
"802";"520753";15;0;15;0
"803";"520760";28;0;28;0
"804";"520780";67;0;48;19
"805";"520790";7;0;7;0
"806";"520800";172;0;83;89
"807";"520810";18;0;18;0
"808";"520830";20;0;20;0
"809";"520840";35;0;35;0
"810";"520850";34;0;27;7
"811";"520860";199;0;155;44
"812";"520870";6365,5;0;3975,5;2379
"813";"520880";34;0;28;6
"814";"520890";122;0;83;39
"815";"520910";138;0;76;62
"816";"520960";19;0;19;0
"817";"520970";18;0;18;0
"818";"520980";29;0;29;0
"819";"520990";22;0;22;0
"820";"520993";16;0;16;0
"821";"520995";51;0;38;13
"822";"521000";390;0;173;217
"823";"521010";120;0;88;32
"824";"521020";154;0;76;78
"825";"521030";20;0;20;0
"826";"521040";70;0;63;7
"827";"521060";20;0;20;0
"828";"521080";20;0;20;0
"829";"521090";72;0;70;2
"830";"521100";40;0;36;4
"831";"521120";137;0;117;20
"832";"521130";14;0;14;0
"833";"521140";18;0;18;0
"834";"521150";250;0;155;95
"835";"521160";10;0;10;0
"836";"521170";15;0;15;0
"837";"521180";94;0;79;15
"838";"521190";219;0;160;59
"839";"521200";20;0;20;0
"840";"521210";15;0;15;0
"841";"521220";92;0;75;17
"842";"521230";29;0;21;8
"843";"521250";197;0;109;88
"844";"521260";18;0;18;0
"845";"521270";18;0;18;0
"846";"521280";31;0;27;4
"847";"521290";29;0;29;0
"848";"521295";14;0;14;0
"849";"521300";16;0;16;0
"850";"521308";83;0;29;54
"851";"521310";217;0;76;141
"852";"521350";15;0;15;0
"853";"521370";15;0;15;0
"854";"521375";34;0;34;0
"855";"521380";111;0;89;22
"856";"521385";17;0;17;0
"857";"521390";20;0;20;0
"858";"521400";44;0;38;6
"859";"521405";18;0;18;0
"860";"521410";19;0;19;0
"861";"521440";18;0;18;0
"862";"521450";123;0;78;45
"863";"521460";180;0;147;33
"864";"521483";32;0;29;8
"865";"521500";18;0;18;0
"866";"521520";27;0;27;0
"867";"521530";28;0;19;9
"868";"521550";26;0;26;0
"869";"521560";25;0;25;0
"870";"521565";19;0;19;0
"871";"521570";49;0;44;5
"872";"521580";14;0;14;0
"873";"521590";20;0;20;0
"874";"521630";24;0;24;0
"875";"521640";57;0;33;24
"876";"521680";23;0;17;6
"877";"521710";77;0;64;13
"878";"521720";87;0;71;16
"879";"521730";61;0;61;0
"880";"521740";88;18;66;22
"881";"521760";95;0;75;20
"882";"521770";52;0;24;28
"883";"521800";147;0;90;57
"884";"521805";16;0;6;10
"885";"521810";22;0;22;0
"886";"521830";52;0;50;2
"887";"521850";126;0;42;84
"888";"521860";25;0;25;0
"889";"521880";487;0;276;214
"890";"521890";74;0;66;8
"891";"521900";22;0;22;0
"892";"521910";15;0;15;0
"893";"521920";12;0;12;0
"894";"521925";15;0;15;0
"895";"521930";77;0;61;16
"896";"521950";16;0;16;0
"897";"521960";17;0;17;0
"898";"521970";43;0;43;0
"899";"521973";21;0;21;0
"900";"521975";85;0;85;0
"901";"521980";22;0;22;0
"902";"522000";76;0;26;50
"903";"522010";72;0;65;7
"904";"522020";86;0;71;15
"905";"522026";20;0;20;0
"906";"522040";41;0;41;0
"907";"522045";97;0;85;12
"908";"522050";20;0;20;0
"909";"522060";44;0;44;0
"910";"522068";16;0;16;0
"911";"522100";41;0;37;4
"912";"522140";575;0;451;124
"913";"522145";15;0;15;0
"914";"522150";37;0;21;12
"915";"522155";14;0;14;0
"916";"522160";113;0;80;33
"917";"522170";27;0;20;7
"918";"522185";38;0;1;37
"919";"522200";37;0;29;8
"920";"522205";39;0;34;5
"921";"522220";13;0;13;0
"922";"210005";346;0;133;213
"923";"210020";24;0;24;0
"924";"210030";52;0;52;0
"925";"210040";24;0;24;0
"926";"210047";72;0;72;0
"927";"210050";56;0;39;17
"928";"210060";61;0;61;0
"929";"210070";32;0;32;0
"930";"210080";16;0;16;0
"931";"210090";104;0;104;0
"932";"210095";58;0;58;0
"933";"210100";52;0;52;0
"934";"210110";20;0;20;0
"935";"210120";516;0;501;15
"936";"210130";39;0;39;0
"937";"210140";131;0;113;18
"938";"210150";31;0;31;0
"939";"210160";203;0;198;5
"940";"210170";56;0;56;0
"941";"210173";16;0;16;0
"942";"210180";50;0;50;0
"943";"210190";16;0;16;0
"944";"210200";36;0;36;0
"945";"210203";25;0;25;0
"946";"210210";98;0;98;0
"947";"210220";35;0;35;0
"948";"210230";72;0;72;0
"949";"210232";71;0;71;0
"950";"210235";55;0;55;0
"951";"210240";19;0;19;0
"952";"210250";12;0;12;0
"953";"210260";10;0;10;0
"954";"210270";59;0;59;0
"955";"210275";12;0;12;0
"956";"210280";54;0;53;1
"957";"210290";39;0;39;0
"958";"210300";328;0;321;7
"959";"210310";15;0;15;0
"960";"210312";19;0;19;0
"961";"210320";197;0;197;0
"962";"210325";26;0;21;5
"963";"210330";203;0;155;48
"964";"210340";167;0;100;67
"965";"210350";168;0;163;5
"966";"210360";102;0;102;0
"967";"210370";93;0;93;0
"968";"210375";9;0;9;0
"969";"210380";37;0;37;0
"970";"210390";26;0;26;0
"971";"210400";44;0;44;0
"972";"210405";80;0;80;0
"973";"210407";20;0;20;0
"974";"210409";13;0;13;0
"975";"210410";32;0;32;0
"976";"210420";17;0;17;0
"977";"210430";51;0;51;0
"978";"210440";29;0;29;0
"979";"210450";24;0;24;0
"980";"210455";13;0;13;0
"981";"210460";30;0;30;0
"982";"210462";22;0;22;0
"983";"210465";19;0;19;0
"984";"210467";204;0;200;4
"985";"210470";18;0;18;0
"986";"210480";119;0;116;3
"987";"210490";36;0;36;0
"988";"210500";30;0;30;0
"989";"210510";34;0;34;0
"990";"210515";37;0;37;0
"991";"210520";37;0;37;0
"992";"210530";1007;0;499;508
"993";"210540";78;0;78;0
"994";"210542";76;0;76;0
"995";"210550";60;0;60;0
"996";"210560";22;0;22;0
"997";"210570";142;0;111;31
"998";"210580";27;0;27;0
"999";"210590";45;0;45;0
"1000";"210596";13;0;13;0
"1001";"210600";38;0;38;0
"1002";"210610";22;0;22;0
"1003";"210620";2;0;2;0
"1004";"210630";16;0;16;0
"1005";"210632";40;0;20;20
"1006";"210640";23;0;23;0
"1007";"210650";25;0;25;0
"1008";"210660";45;0;45;0
"1009";"210667";9;0;9;0
"1010";"210670";25;0;25;0
"1011";"210675";44;0;44;0
"1012";"210680";20;0;20;0
"1013";"210690";31;0;31;0
"1014";"210700";54;0;54;0
"1015";"210710";52;0;52;0
"1016";"210720";20;0;20;0
"1017";"210725";14;0;14;0
"1018";"210730";13;0;13;0
"1019";"210735";41;0;41;0
"1020";"210740";44;0;44;0
"1021";"210745";38;0;38;0
"1022";"210750";63;0;63;0
"1023";"210760";81;0;81;0
"1024";"210770";48;0;48;0
"1025";"210780";50;0;50;0
"1026";"210790";118;0;118;0
"1027";"210800";67;0;67;0
"1028";"210810";39;0;39;0
"1029";"210820";182;0;120;62
"1030";"210825";34;0;34;0
"1031";"210830";69;0;69;0
"1032";"210840";27;0;27;0
"1033";"210850";42;0;42;0
"1034";"210860";133;0;128;5
"1035";"210870";36;0;36;0
"1036";"210880";22;0;22;0
"1037";"210890";37;0;37;0
"1038";"210900";47;0;47;0
"1039";"210910";225;0;201;24
"1040";"210920";15;0;15;0
"1041";"210930";22;0;22;0
"1042";"210940";40;0;40;0
"1043";"210945";32;0;32;0
"1044";"210950";50;0;50;0
"1045";"210960";123;0;113;10
"1046";"210970";9;0;9;0
"1047";"210975";17;0;17;0
"1048";"210980";49;0;49;0
"1049";"210990";201;0;178;23
"1050";"211000";150;0;150;0
"1051";"211003";77;0;74;3
"1052";"211010";42;0;42;0
"1053";"211020";63;0;63;0
"1054";"211027";26;0;26;0
"1055";"211030";177;80;177;0
"1056";"211040";24;0;24;0
"1057";"211050";52;0;52;0
"1058";"211060";47;0;47;0
"1059";"211070";30;0;22;8
"1060";"211080";18;0;18;0
"1061";"211085";24;0;24;0
"1062";"211090";18;0;18;0
"1063";"211100";50;0;50;0
"1064";"211102";35;0;35;0
"1065";"211110";115;0;109;6
"1066";"211120";36;0;36;0
"1067";"211125";13;0;13;0
"1068";"211130";4202,5;0;3236,5;946
"1069";"211140";168;0;159;9
"1070";"211150";91;0;91;0
"1071";"211153";26;0;26;0
"1072";"211160";23;0;23;0
"1073";"211170";48;0;48;0
"1074";"211172";36;0;36;0
"1075";"211174";17;0;17;0
"1076";"211176";44;0;44;0
"1077";"211180";62;0;62;0
"1078";"211190";20;0;20;0
"1079";"211200";10;0;10;0
"1080";"211210";37;0;37;0
"1081";"211220";223;0;206;17
"1082";"211223";36;0;36;0
"1083";"211230";192;0;192;0
"1084";"211240";52;0;52;0
"1085";"211250";49;0;49;0
"1086";"211260";46;0;46;0
"1087";"211270";42;0;42;0
"1088";"211280";143;0;136;7
"1089";"211285";21;0;21;0
"1090";"211290";55;0;55;0
"1091";"211300";44;0;44;0
"1092";"211400";317;0;182;135
"1093";"211065";21;0;21;0
"1094";"210535";16;0;16;0
"1095";"210594";19;0;19;0
"1096";"310010";18;0;12;6
"1097";"310020";49;0;44;5
"1098";"310030";64;0;54;10
"1099";"310060";34;0;34;0
"1100";"310090";75;0;65;10
"1101";"310100";42;0;42;0
"1102";"310110";55;0;46;9
"1103";"310120";27;0;27;0
"1104";"310130";13;0;13;0
"1105";"310150";122;0;105;17
"1106";"310160";453;0;217;236
"1107";"310170";144;0;71;73
"1108";"310190";40;0;36;4
"1109";"310200";33;0;28;5
"1110";"310210";26;0;26;0
"1111";"310230";55;0;48;7
"1112";"310260";93;0;75;18
"1113";"310270";30;0;30;0
"1114";"310280";59;0;56;3
"1115";"310290";12;0;12;0
"1116";"310340";80;0;63;17
"1117";"310350";200;0;131;69
"1118";"310375";13;0;13;0
"1119";"310400";320;0;237;83
"1120";"310420";73;0;48;25
"1121";"310430";27;0;18;9
"1122";"310450";26;0;26;0
"1123";"310460";36;0;33;3
"1124";"310470";50;0;50;0
"1125";"310490";92;0;86;6
"1126";"310510";361;0;348;13
"1127";"310530";22;0;15;7
"1128";"310540";32;0;32;0
"1129";"310560";1158;0;823;335
"1130";"310590";53;0;44;9
"1131";"310620";10479,5;117;6202;4236
"1132";"310630";36;0;36;0
"1133";"310640";33;0;33;0
"1134";"310650";44;0;44;0
"1135";"310670";606;0;540;66
"1136";"310690";34;0;28;6
"1137";"310710";71;0;55;16
"1138";"310730";62;0;62;0
"1139";"310740";93;0;62;31
"1140";"310750";22;0;22;0
"1141";"310760";16;0;16;0
"1142";"310780";50;0;50;0
"1143";"310800";65;0;50;15
"1144";"310820";7;0;7;0
"1145";"310830";61;0;36;25
"1146";"310840";36;0;27;9
"1147";"310860";98;0;96;2
"1148";"310890";42;0;26;16
"1149";"310900";35;0;35;0
"1150";"310910";57;0;45;12
"1151";"310930";29;0;23;6
"1152";"310940";40;0;40;0
"1153";"310950";47;0;38;9
"1154";"310990";48;0;42;6
"1155";"311000";60;0;51;9
"1156";"311030";47;0;28;19
"1157";"311050";37;0;25;12
"1158";"311060";70;0;52;18
"1159";"311070";54;0;43;11
"1160";"311090";40;0;35;5
"1161";"311100";41;0;37;4
"1162";"311110";35;0;23;12
"1163";"311120";92;0;67;25
"1164";"311130";28;0;28;0
"1165";"311150";40;0;37;3
"1166";"311160";49;0;38;11
"1167";"311180";21;0;14;7
"1168";"311200";23;0;22;1
"1169";"311230";64;0;55;9
"1170";"311240";11;0;11;0
"1171";"311250";23;0;21;2
"1172";"311260";20;0;17;3
"1173";"311270";21;0;21;0
"1174";"311280";29;0;25;4
"1175";"311300";27;0;27;0
"1176";"311320";53;0;48;5
"1177";"311330";191;0;138;53
"1178";"311340";157;0;155;2
"1179";"311350";21;0;21;0
"1180";"311360";21;0;21;0
"1181";"311370";45;0;45;0
"1182";"311380";10;0;10;0
"1183";"311390";43;0;43;0
"1184";"311400";41;0;41;0
"1185";"311410";21;0;19;2
"1186";"311430";82;0;67;15
"1187";"311440";44;0;40;4
"1188";"311450";39;0;28;11
"1189";"311460";19;0;19;0
"1190";"311480";17;0;17;0
"1191";"311510";37;0;27;10
"1192";"311530";193;0;124;69
"1193";"311550";44;0;38;6
"1194";"311570";35;0;27;8
"1195";"311580";13;0;13;0
"1196";"311630";18;0;18;0
"1197";"311660";42;0;37;5
"1198";"311680";38;0;38;0
"1199";"311710";20;0;20;0
"1200";"311730";29;0;22;7
"1201";"311740";23;0;23;0
"1202";"311750";42;0;42;0
"1203";"311770";37;0;30;7
"1204";"311787";45;0;0;45
"1205";"311800";77;0;62;15
"1206";"311820";29;0;29;0
"1207";"311830";286;0;211;75
"1208";"311840";34;0;31;3
"1209";"311860";565;0;371;194
"1210";"311880";32;0;32;0
"1211";"311890";16;0;16;0
"1212";"311930";41;0;32;9
"1213";"311940";162,5;0;84;78,5
"1214";"312020";26;0;26;0
"1215";"312050";39;0;39;0
"1216";"312080";66;0;56;10
"1217";"312090";175;0;123;52
"1218";"312100";21;0;21;0
"1219";"312120";20;0;18;2
"1220";"312160";164;0;140;24
"1221";"312180";12;0;12;0
"1222";"312200";39;0;39;0
"1223";"312210";26;0;26;0
"1224";"312230";563;0;278;285
"1225";"312245";19;0;19;0
"1226";"312260";26;0;26;0
"1227";"312270";42;0;42;0
"1228";"312320";43;0;38;5
"1229";"312360";44;0;38;6
"1230";"312390";54;0;44;10
"1231";"312400";49;0;49;0
"1232";"312410";60;0;60;0
"1233";"312420";47;0;43;4
"1234";"312430";68;0;32;36
"1235";"312450";25;0;20;5
"1236";"312470";20;0;16;4
"1237";"312480";16;0;16;0
"1238";"312490";33;0;32;1
"1239";"312510";39;0;27;12
"1240";"312560";51;0;42;9
"1241";"312570";19;0;19;0
"1242";"312590";32;0;27;5
"1243";"312595";22;0;22;0
"1244";"312610";106;0;66;40
"1245";"312620";10;0;10;0
"1246";"312670";83;28;78;5
"1247";"312690";28;0;28;0
"1248";"312710";83;0;45;38
"1249";"312730";20;0;18;2
"1250";"312760";48;0;46;2
"1251";"312770";631;0;444;187
"1252";"312780";51;0;48;3
"1253";"312800";62;0;62;0
"1254";"312810";29;0;29;0
"1255";"312820";23;0;23;0
"1256";"312830";51;0;40;11
"1257";"312840";41;0;38;3
"1258";"312860";20;0;20;0
"1259";"312870";101;0;67;34
"1260";"312910";27;0;27;0
"1261";"312940";33;0;31;2
"1262";"312950";46;0;46;0
"1263";"312970";20;0;17;3
"1264";"312980";34;0;34;0
"1265";"313030";46;0;36;10
"1266";"313050";30;0;28;2
"1267";"313090";56,5;0;47;9,5
"1268";"313120";41;0;37;4
"1269";"313130";627;0;482;145
"1270";"313140";7;0;7;0
"1271";"313150";19;0;16;3
"1272";"313170";210;0;143;67
"1273";"313180";37;0;37;0
"1274";"313190";56;0;50;6
"1275";"313210";56;0;56;0
"1276";"313220";38;0;31;7
"1277";"313230";28;0;28;0
"1278";"313240";247;0;185;61,5
"1279";"313250";109;0;105;4
"1280";"313270";99,5;0;80;19
"1281";"313290";29;0;24;5
"1282";"313300";50;0;41;9
"1283";"313310";78;0;60;18
"1284";"313320";22;0;20;2
"1285";"313330";66;0;61;5
"1286";"313340";20;0;20;0
"1287";"313350";61;0;50;11
"1288";"313375";34;0;20;14
"1289";"313380";102;0;72;30
"1290";"313400";30;0;0;30
"1291";"313420";203;0;125;78
"1292";"313440";52;0;52;0
"1293";"313460";30;0;30;0
"1294";"313470";38;0;38;0
"1295";"313480";16;0;14;2
"1296";"313490";42;0;30;12
"1297";"313505";25;0;25;0
"1298";"313510";86;0;81;5
"1299";"313520";63;0;63;0
"1300";"313540";26;0;25;1
"1301";"313550";15;0;15;0
"1302";"313580";84;0;51;33
"1303";"313600";51;0;51;0
"1304";"313620";103;0;70;33
"1305";"313630";50;0;50;0
"1306";"313640";28;0;23;5
"1307";"313650";53;0;52;1
"1308";"313670";2971,5;0;2077;894
"1309";"313680";36;0;36;0
"1310";"313690";19;0;17;2
"1311";"313700";19;0;19;0
"1312";"313710";11;0;11;0
"1313";"313720";65;0;59;6
"1314";"313750";25;0;23;2
"1315";"313760";79;0;41;38
"1316";"313770";51;0;41;10
"1317";"313780";50;0;45;5
"1318";"313790";7;0;7;0
"1319";"313800";32;0;31;1
"1320";"313820";469;0;357;112
"1321";"313840";294;0;223;71
"1322";"313850";25;0;25;0
"1323";"313860";55;0;52;3
"1324";"313880";50;0;35;15
"1325";"313890";48;0;48;0
"1326";"313900";60;0;45;15
"1327";"313920";58;0;57;1
"1328";"313930";33;0;33;0
"1329";"313940";185;0;155;30
"1330";"313950";137;0;96;41
"1331";"313960";128;0;71;57
"1332";"313980";43;0;36;7
"1333";"313990";32;0;24;8
"1334";"314000";62;0;51;11
"1335";"314050";20;0;18;2
"1336";"314070";61;0;43;18
"1337";"314090";36;0;34;2
"1338";"314100";11;0;11;0
"1339";"314110";62;0;41;21
"1340";"314120";16;0;16;0
"1341";"314140";67;0;63;4
"1342";"314150";18;0;18;0
"1343";"314160";66;0;62;4
"1344";"314180";73;0;70;3
"1345";"314190";24;0;24;0
"1346";"314200";28;0;28;0
"1347";"314210";52;0;52;0
"1348";"314220";43;0;40;3
"1349";"314240";26;0;26;0
"1350";"314260";27;0;26;1
"1351";"314270";46;0;44;2
"1352";"314280";22;0;18;4
"1353";"314290";43;0;37;6
"1354";"314300";26;0;25;1
"1355";"314310";92;0;82;10
"1356";"314320";54;0;44;10
"1357";"314330";1029;0;802;227
"1358";"314350";19;0;18;1
"1359";"314370";13;0;11;2
"1360";"314390";520;0;411;109
"1361";"314400";79;0;69;10
"1362";"314410";53;0;35;18
"1363";"314430";164;0;51;113
"1364";"314440";19;0;17;2
"1365";"314450";13;0;11;2
"1366";"314460";47;0;42;5
"1367";"314470";67;0;49;18
"1368";"314480";152;0;63;89
"1369";"314500";16;0;16;0
"1370";"314510";26;0;26;0
"1371";"314520";47;0;41;6
"1372";"314530";44;0;44;0
"1373";"314560";80;0;63;17
"1374";"314590";65;0;26;39
"1375";"314600";65;0;46;19
"1376";"314610";106;0;77;29
"1377";"314630";35,5;0;35,5;0
"1378";"314640";12;0;12;0
"1379";"314650";24;0;24;0
"1380";"314670";41;0;34;7
"1381";"314700";103;0;60;43
"1382";"314710";117;0;84;32
"1383";"314720";36;0;27;9
"1384";"314730";67;0;61;6
"1385";"314740";26;0;23;3
"1386";"314750";17;0;15;2
"1387";"314760";46;0;46;0
"1388";"314770";28;0;24;4
"1389";"314790";482;0;300;173
"1390";"314800";384;0;237;147
"1391";"314810";194;0;112;82
"1392";"314820";20;0;20;0
"1393";"314850";34;0;34;0
"1394";"314860";83;0;74;9
"1395";"314870";66;0;60;6
"1396";"314910";15;0;14;1
"1397";"314920";13;0;13;0
"1398";"314930";103;0;57;46
"1399";"314980";21;0;21;0
"1400";"314990";50;0;42;8
"1401";"315030";16;0;16;0
"1402";"315050";18;0;16;2
"1403";"315080";86;0;78;8
"1404";"315110";49;0;44;5
"1405";"315120";186;0;83;103
"1406";"315130";23;0;23;0
"1407";"315140";51;0;41;10
"1408";"315150";114;0;92;22
"1409";"315170";42;0;30;12
"1410";"315180";534;0;285;248
"1411";"315190";27;0;27;0
"1412";"315200";27;0;23;4
"1413";"315210";252;0;157;95
"1414";"315220";48;0;43;5
"1415";"315230";29;0;29;0
"1416";"315240";31;0;30;1
"1417";"315250";332;0;198;134
"1418";"315260";32;0;30;2
"1419";"315270";30;0;27;3
"1420";"315280";33;0;25;8
"1421";"315290";28;0;28;0
"1422";"315310";13;0;13;0
"1423";"315340";20;0;20;0
"1424";"315400";50;0;35;15
"1425";"315410";41;0;36;5
"1426";"315420";77;0;59;18
"1427";"315430";63;0;54;9
"1428";"315445";11;0;11;0
"1429";"315460";108;0;97;11
"1430";"315470";17;0;16;1
"1431";"315490";40;0;31;9
"1432";"315510";9;0;9;0
"1433";"315520";26;0;26;0
"1434";"315540";25;0;21;4
"1435";"315550";21;0;21;0
"1436";"315560";40;0;40;0
"1437";"315570";43;0;33;10
"1438";"315580";68;0;68;0
"1439";"315590";26;0;23;3
"1440";"315600";32;0;32;0
"1441";"315640";14;0;14;0
"1442";"315660";59;0;56;3
"1443";"315670";159;0;152;7
"1444";"315680";54;0;54;0
"1445";"315690";50;0;39;11
"1446";"315700";76;0;52;24
"1447";"315710";57;0;50;7
"1448";"315720";53;0;41;12
"1449";"315770";30;0;30;0
"1450";"315780";126;0;113;13
"1451";"315790";31;0;31;0
"1452";"315800";24;0;20;4
"1453";"315810";6;0;6;0
"1454";"315820";41;0;38;3
"1455";"315920";10;0;9;1
"1456";"315930";22;0;16;6
"1457";"315960";62;0;45;17
"1458";"315980";32;0;25;7
"1459";"315990";55;0;46;9
"1460";"316030";8;0;0;8
"1461";"316040";82;0;67;15
"1462";"316070";73;0;55;18
"1463";"316100";49;0;35;14
"1464";"316110";66;0;66;0
"1465";"316130";7;0;7;0
"1466";"316200";89;0;62;27
"1467";"316210";52;0;32;20
"1468";"316220";30;0;30;0
"1469";"316240";37;0;37;0
"1470";"316250";263;0;186;77
"1471";"316257";12;0;12;0
"1472";"316270";55;0;48;7
"1473";"316280";49;0;44;5
"1474";"316290";51;0;43;8
"1475";"316370";109;0;76;33
"1476";"316390";10;0;10;0
"1477";"316400";40;0;40;0
"1478";"316420";18;0;18;0
"1479";"316430";12;0;12;0
"1480";"316470";330;0;257;73
"1481";"316500";45;0;35;10
"1482";"316510";30;0;10;20
"1483";"316530";33;0;23;10
"1484";"316570";35;0;28;7
"1485";"316680";16;0;16;0
"1486";"316690";14;0;13;1
"1487";"316710";56;0;37;19
"1488";"316720";273;0;192;81
"1489";"316740";47;0;33;14
"1490";"316800";90;0;82;8
"1491";"316840";27;0;27;0
"1492";"316850";15;0;15;0
"1493";"316860";344;0;272;72
"1494";"316870";77;0;53;24
"1495";"316890";17;0;17;0
"1496";"316920";60;0;45;15
"1497";"316930";257;0;225;32
"1498";"316935";51;0;44;7
"1499";"316940";119;0;102;17
"1500";"316960";19;0;14;5
"1501";"316970";57;0;54;3
"1502";"316990";571;0;481;90
"1503";"317010";933;0;642;291
"1504";"317020";1286;0;811;475
"1505";"317040";180;0;48;132
"1506";"317043";15;0;15;0
"1507";"317052";36;0;36;0
"1508";"317070";342;0;221;121
"1509";"317080";110;0;110;0
"1510";"317090";27;0;27;0
"1511";"317100";32;0;32;0
"1512";"317120";72;0;65;7
"1513";"317130";225;0;133;92
"1514";"317160";46;0;46;0
"1515";"317170";40;0;38;2
"1516";"317180";74;0;70;4
"1517";"317200";203;0;175;28
