"";"COD6D";"QT_EXIST";"QT_CONTR";"QT_SUS";"QT_NSUS"
"2994";"431450";58;0;58;0
"2995";"431460";105;0;83;22
"2996";"431470";50;0;50;0
"2997";"431480";63;0;46;17
"2998";"431490";8385;0;5551;2834
"2999";"431500";50;0;40;10
"3000";"431510";50;0;30;20
"3001";"431515";40;0;28;12
"3002";"431520";26;0;22;4
"3003";"431530";76;0;55;21
"3004";"431535";19;0;14;5
"3005";"431540";39;0;33;6
"3006";"431550";51;0;32;19
"3007";"431560";756;0;733;23
"3008";"431570";101;0;74;27
"3009";"431575";28;0;24;4
"3010";"431580";42;0;32;10
"3011";"431590";51;0;38;13
"3012";"431600";49;0;38;11
"3013";"431610";75;0;58;17
"3014";"431620";28;0;20;8
"3015";"431630";38;0;33;5
"3016";"431640";112;0;77;35
"3017";"431643";16;0;16;0
"3018";"431645";27;0;27;0
"3019";"431650";32;0;20;12
"3020";"431660";68;0;44;24
"3021";"431670";46;0;36;10
"3022";"431675";17;0;15;2
"3023";"431680";305;0;192;113
"3024";"431690";887;0;441;446
"3025";"431700";34;0;28;6
"3026";"431710";130,5;0;78;52,5
"3027";"431720";217;0;152;65
"3028";"431730";65;0;52;13
"3029";"431740";168;0;101;67
"3030";"431750";267;0;221;46
"3031";"431760";95;0;78;17
"3032";"431780";77;0;51;26
"3033";"431790";61;0;46;15
"3034";"431800";135;0;97;38
"3035";"431805";25;0;23;2
"3036";"431810";71;0;47,5;23
"3037";"431820";56;0;56;0
"3038";"431830";189;0;137;52
"3039";"431840";192;0;134;58
"3040";"431843";10;0;10;0
"3041";"431846";18;0;18;0
"3042";"431849";27;0;17;10
"3043";"431850";51;0;49;2
"3044";"431860";50;0;40;10
"3045";"431870";290;0;231;59
"3046";"431880";157;0;107;50
"3047";"431890";108;0;75;33
"3048";"431900";77;0;45;32
"3049";"431910";44;0;27;17
"3050";"431915";33;0;31;2
"3051";"431930";36;0;23;13
"3052";"431940";54;0;52;2
"3053";"431950";87;0;73;14
"3054";"431960";65;0;55;10
"3055";"431980";35;0;28;7
"3056";"431990";131;0;112;19
"3057";"432000";215;0;195;20
"3058";"432010";79;0;65;14
"3059";"432020";50;0;33;17
"3060";"432026";27;0;24;3
"3061";"432030";32;0;20;12
"3062";"432040";45;0;33;12
"3063";"432045";14;0;14;0
"3064";"432050";52;0;39;13
"3065";"432060";29;0;23;6
"3066";"432065";9;0;8;1
"3067";"432067";47;0;29;18
"3068";"432070";106;0;81;25
"3069";"432080";141;0;101;40
"3070";"432090";86;0;56;30
"3071";"432100";37;0;26;11
"3072";"432110";51;0;40;11
"3073";"432120";110;0;59;50
"3074";"432130";122;0;85;37
"3075";"432132";16;0;16;0
"3076";"432140";92;0;64;28
"3077";"432145";70;0;49;21
"3078";"432150";91,5;0;82,5;8
"3079";"432160";106;0;68;38
"3080";"432163";19;0;14;8
"3081";"432170";45;0;34;11
"3082";"432180";116;0;67;49
"3083";"432190";201;0;146;55
"3084";"432195";32;0;25;7
"3085";"432200";50;0;36;14
"3086";"432210";33;0;21;12
"3087";"432220";77;0;57;20
"3088";"432230";38;0;27;11
"3089";"432240";342;0;258,5;69
"3090";"432250";185;0;114;71
"3091";"432253";36;0;26;10
"3092";"432260";122;0;71;51
"3093";"432270";36;0;32;4
"3094";"432280";56;0;35;21
"3095";"432290";52;0;35;17
"3096";"432300";259;0;208;51
"3097";"432310";27;0;27;0
"3098";"432320";19;0;17;2
"3099";"432340";18;0;16;2
"3100";"432370";23;0;18;5
"3101";"430190";6;0;5;1
"3102";"420010";43;0;38;5
"3103";"420020";24;0;17;7
"3104";"420040";35;0;30;5
"3105";"420070";30;0;26;4
"3106";"420080";21;0;17;4
"3107";"420090";53;0;46;7
"3108";"420100";29;0;22;7
"3109";"420110";49;0;16;33
"3110";"420127";29;0;23;6
"3111";"420130";9;0;9;0
"3112";"420140";124;0;115;9
"3113";"420150";35;0;29;6
"3114";"420160";18;0;11;7
"3115";"420190";14;0;13;1
"3116";"420200";283;0;141;142
"3117";"420220";25;0;21;4
"3118";"420240";788;0;371;417
"3119";"420243";52;0;16;36
"3120";"420250";18;0;18;0
"3121";"420260";40;0;33;7
"3122";"420280";85;0;54;31
"3123";"420290";257;0;124;133
"3124";"420300";171;0;136;35
"3125";"420310";33;0;25;8
"3126";"420320";46;0;34;12
"3127";"420330";33;0;20;13
"3128";"420340";32;0;26;6
"3129";"420350";94;0;70;24
"3130";"420360";90;0;80;10
"3131";"420370";20;0;15;5
"3132";"420380";135;0;91;44
"3133";"420390";76;0;67;9
"3134";"420400";32;0;24;8
"3135";"420410";29;0;22;7
"3136";"420420";362;0;265;97
"3137";"420430";220;0;148;72
"3138";"420440";30;0;20;10
"3139";"420455";27;0;27;0
"3140";"420460";585;0;452;133
"3141";"420470";47;0;32;15
"3142";"420480";149;0;111;38
"3143";"420490";38;0;34;4
"3144";"420500";50;0;33;17
"3145";"420520";32;0;28;4
"3146";"420530";52;0;46;6
"3147";"420540";1788;0;1327;462
"3148";"420550";44;0;35;9
"3149";"420590";67;0;47;20
"3150";"420630";15;0;10;5
"3151";"420640";39;0;31;8
"3152";"420650";46;0;34;12
"3153";"420660";14;0;13;1
"3154";"420680";38;0;30;8
"3155";"420690";104;0;93;11
"3156";"420700";90;0;72;18
"3157";"420720";35;0;32;3
"3158";"420730";98;0;76;22
"3159";"420740";15;0;14;1
"3160";"420750";92;0;55;37
"3161";"420760";29;0;21;8
"3162";"420765";25;0;18;7
"3163";"420770";22;0;21;1
"3164";"420780";53;0;47;6
"3165";"420790";22;0;18;4
"3166";"420800";42;0;33;9
"3167";"420810";42;0;39;3
"3168";"420820";549;0;350;199
"3169";"420830";22;0;20;2
"3170";"420840";102;0;72;30
"3171";"420850";60;0;48;12
"3172";"420860";28;0;21;7
"3173";"420870";30;0;18;12
"3174";"420880";40;0;35;5
"3175";"420890";301;0;209;92
"3176";"420900";160;0;72;87
"3177";"420910";1168,5;0;848,5;320
"3178";"420915";10;0;10;0
"3179";"420930";467;0;364,5;102,5
"3180";"420940";102,5;0;86;14,5
"3181";"420960";100;0;95;5
"3182";"420970";35;0;33;2
"3183";"420985";25;0;19;6
"3184";"421000";33;0;31;2
"3185";"421003";81;0;66;15
"3186";"421010";127;0;97;30
"3187";"421030";38;0;32;6
"3188";"421050";72;0;53;19
"3189";"421070";12;0;12;0
"3190";"421080";50;0;40;10
"3191";"421090";30;0;23;7
"3192";"421100";44;0;38;6
"3193";"421105";16;0;16;0
"3194";"421110";22;0;20;2
"3195";"421120";106;0;89;17
"3196";"421130";38;0;35;3
"3197";"421140";31;0;24;7
"3198";"421150";38;0;28;10
"3199";"421160";89;0;63;26
"3200";"421170";77;0;51;26
"3201";"421175";50;0;40;10
"3202";"421190";45;0;0;45
"3203";"421200";40;0;32;8
"3204";"421210";72;0;50;22
"3205";"421220";35;0;30;5
"3206";"421250";31;0;26;5
"3207";"421260";33;0;26;7
"3208";"421270";22;0;20;2
"3209";"421290";35;0;21;14
"3210";"421320";51;0;51;0
"3211";"421330";55;0;45;10
"3212";"421340";48;0;36;12
"3213";"421360";101;0;78;23
"3214";"421370";41;0;34;7
"3215";"421380";35;0;30;5
"3216";"421400";44;0;38;6
"3217";"421420";48;0;39;9
"3218";"421450";42;0;33;9
"3219";"421460";22;0;20;2
"3220";"421480";349;0;249;100
"3221";"421490";32;0;26;6
"3222";"421500";137;0;85;52
"3223";"421530";44;0;41;3
"3224";"421540";16;0;14;2
"3225";"421550";91;0;70;21
"3226";"421570";105;0;105;0
"3227";"421580";109;0;78;31
"3228";"421590";24;0;18;6
"3229";"421600";66;0;39,5;26,5
"3230";"421610";53;0;33;20
"3231";"421620";59;0;46;13
"3232";"421625";33;0;22;11
"3233";"421630";41;0;34;7
"3234";"421650";88;0;71;17
"3235";"421660";1092;0;1002,5;89,5
"3236";"421670";32;0;27;5
"3237";"421680";25;0;25;0
"3238";"421690";58;0;50;8
"3239";"421710";12;0;12;0
"3240";"421720";94;0;42;52
"3241";"421725";93;0;93;0
"3242";"421730";34;0;25;9
"3243";"421750";45;0;27;18
"3244";"421770";77;0;55;22
"3245";"421780";49;0;42;7
"3246";"421790";55;0;41;14
"3247";"421800";58;0;34;24
"3248";"421810";28;0;21;7
"3249";"421820";85;0;49;36
"3250";"421825";9;0;9;0
"3251";"421830";50;0;36;14
"3252";"421840";32;0;30;2
"3253";"421850";20;0;18;2
"3254";"421860";68;0;50;18
"3255";"421870";462;0;297;165
"3256";"421875";38;0;30;8
"3257";"421880";80;0;34;46
"3258";"421890";51;0;41;10
"3259";"421900";115;0;87;28
"3260";"421910";22;0;18;4
"3261";"421920";25;0;23;2
"3262";"421930";126;0;65;61
"3263";"421935";17;0;15;2
"3264";"421940";20;0;16;4
"3265";"421950";115;0;79;36
"3266";"421960";24;0;17;7
"3267";"421970";47;0;39;8
"3268";"420580";21;0;0;21
"3269";"421470";92;0;76;16
"3270";"280020";60;0;60;0
"3271";"280030";2566,5;0;1691;837
"3272";"280040";10;0;10;0
"3273";"280067";47;0;45;2
"3274";"280120";34;0;34;0
"3275";"280130";122;0;122;0
"3276";"280140";27;0;27;0
"3277";"280150";30;0;30;0
"3278";"280210";156;0;149;7
"3279";"280230";23;0;16;7
"3280";"280280";12;0;12;0
"3281";"280290";196;0;150;46
"3282";"280300";12;0;12;0
"3283";"280320";15;0;15;0
"3284";"280330";34;0;34;0
"3285";"280340";32;0;32;0
"3286";"280350";121,5;0;116,5;5
"3287";"280360";27;0;27;0
"3288";"280420";1;0;1;0
"3289";"280440";52;0;52;0
"3290";"280450";62;0;62;0
"3291";"280460";43;0;38;5
"3292";"280480";57;0;57;0
"3293";"280540";28;0;28;0
"3294";"280550";33;0;33;0
"3295";"280560";24;0;24;0
"3296";"280570";88;0;88;0
"3297";"280580";4;0;4;0
"3298";"280590";77;0;77;0
"3299";"280600";22;0;22;0
"3300";"280610";5;0;5;0
"3301";"280670";101;0;68;33
"3302";"280710";29;0;29;0
"3303";"280740";12;0;12;0
"3304";"280750";13;0;13;0
"3305";"280760";13;0;13;0
"3306";"350010";312;0;275;37
"3307";"350030";76;0;49;27
"3308";"350050";42;0;30;12
"3309";"350070";65;0;43;22
"3310";"350100";30;0;21;9
"3311";"350110";22;0;19;3
"3312";"350130";20;0;18;2
"3313";"350160";670;0;406;264
"3314";"350170";240;0;240;0
"3315";"350190";465;0;366;99
"3316";"350210";107;0;70;37
"3317";"350220";57;0;54;3
"3318";"350250";84;0;50;34
"3319";"350260";30;0;8;22
"3320";"350270";47;0;42;5
"3321";"350275";4;0;0;4
"3322";"350280";734;0;550;184
"3323";"350310";16;0;16;0
"3324";"350320";624;0;258;366
"3325";"350330";1165;0;755;410
"3326";"350340";24;0;22;2
"3327";"350370";25;0;4;21
"3328";"350380";75;0;0;75
"3329";"350390";97;0;9;88
"3330";"350400";376;0;199;177
"3331";"350410";208;0;48;160
"3332";"350420";51;0;30;21
"3333";"350450";168;0;109;59
"3334";"350490";15;0;15;0
"3335";"350520";78;0;64;14
"3336";"350530";106,5;0;77,5;29
"3337";"350550";627;0;501;126
"3338";"350560";29;0;29;0
"3339";"350570";536;0;414;122
"3340";"350580";61;0;57;4
"3341";"350590";147;0;97;50
"3342";"350600";1299;0;889,5;409,5
"3343";"350610";139,5;0;88;54
"3344";"350630";50;0;16;34
"3345";"350635";54;0;54;0
"3346";"350640";30;0;12;18
"3347";"350650";259;0;176;83
"3348";"350660";14;0;14;0
"3349";"350670";15;0;13;2
"3350";"350680";35;0;30;5
"3351";"350700";58;0;42;16
"3352";"350710";11;0;11;0
"3353";"350740";26;0;16;10
"3354";"350750";766,5;0;647;119,5
"3355";"350760";303;0;218;85
"3356";"350790";42;0;35;7
"3357";"350800";30;0;30;0
"3358";"350810";36;0;22;14
"3359";"350840";36;0;36;0
"3360";"350850";129;0;73;56
"3361";"350860";47;0;40;7
"3362";"350870";75;0;64;11
"3363";"350880";58;0;47;11
"3364";"350900";116;0;31;85
"3365";"350920";72;0;72;0
"3366";"350925";13;0;13;0
"3367";"350930";32;0;26;6
"3368";"350940";68;0;50;18
"3369";"350950";3170;0;1611;1559
"3370";"350960";44;0;44;0
"3371";"350970";444;0;322;122
"3372";"351000";50;0;40;10
"3373";"351020";100;0;75;25
"3374";"351040";130;0;65;65
"3375";"351050";136;0;112;24
"3376";"351060";339;0;230;86,5
"3377";"351070";39;0;18;21
"3378";"351080";457;0;440;17
"3379";"351100";46;0;30;16
"3380";"351110";631;0;464;167
"3381";"351140";45;0;36;9
"3382";"351150";41;0;33;8
"3383";"351160";30;0;18;12
"3384";"351170";33;0;26;7
"3385";"351190";30;0;20;10
"3386";"351200";47;0;40;7
"3387";"351210";20;0;20;0
"3388";"351220";60;0;44;16
"3389";"351230";45;0;37;8
"3390";"351280";90;0;61;29
"3391";"351300";275;0;192;83
"3392";"351310";23;0;23;0
"3393";"351340";162;0;117;45
"3394";"351350";188;0;166;22
"3395";"351360";40;0;24;16
"3396";"351370";57;0;23;34
"3397";"351380";687;0;573;114
"3398";"351390";204;0;195;9
"3399";"351410";65;0;44;21
"3400";"351430";18;0;12;6
"3401";"351440";153;0;118;35
"3402";"351450";86;0;81;5
"3403";"351480";7;0;7;0
"3404";"351490";6;0;6;0
"3405";"351500";80;0;77;3
"3406";"351510";21;0;21;0
"3407";"351518";481;0;389;92
"3408";"351520";14;0;9;5
"3409";"351540";29;0;20;9
"3410";"351550";190,5;0;108;82,5
"3411";"351570";233;0;233;0
"3412";"351600";47;0;37;10
"3413";"351620";828;0;471;356
"3414";"351630";193;0;144;49
"3415";"351640";873;0;847;32
"3416";"351660";45;0;24;21
"3417";"351670";377;0;332;45
"3418";"351690";32;0;11;21
"3419";"351700";51;0;42;9
"3420";"351740";60;0;42;18
"3421";"351760";27;0;18;9
"3422";"351770";38;0;30;8
"3423";"351780";27;0;20;7
"3424";"351810";28;0;24;4
"3425";"351820";74;0;30;44
"3426";"351830";35;0;28;7
"3427";"351840";368;0;310;58
"3428";"351860";76;0;55;21
"3429";"351870";402;0;299;104
"3430";"351880";2065,5;0;1474;592,5
"3431";"351900";23;0;19;4
"3432";"351907";75;0;68;7
"3433";"351910";27;0;25;2
"3434";"351920";15;0;15;0
"3435";"351930";68;0;63;5
"3436";"351940";27;0;9;18
"3437";"351960";102;0;56;46
"3438";"351970";80;0;80;0
"3439";"351990";28;0;28;0
"3440";"352000";67;0;67;0
"3441";"352010";50;0;32;18
"3442";"352020";15;0;15;0
"3443";"352030";34;0;34;0
"3444";"352040";42;0;39;3
"3445";"352044";127;0;82;45
"3446";"352050";346;0;229;117
"3447";"352070";39;0;5;34
"3448";"352090";49;0;21;28
"3449";"352130";50;0;29;21
"3450";"352170";35;0;30;5
"3451";"352180";35;0;32;3
"3452";"352190";36;0;15;21
"3453";"352210";91;0;71;20
"3454";"352220";523;0;327;196
"3455";"352230";142;0;90;52
"3456";"352240";185;0;168;17
"3457";"352250";287;0;254;33
"3458";"352260";1464;0;864;600
"3459";"352270";79;0;47;32
"3460";"352280";49;0;33;16
"3461";"352290";35;0;26;9
"3462";"352310";274;0;244;30
"3463";"352320";99;0;75;24
"3464";"352340";114;0;59;55
"3465";"352350";14;0;7;7
"3466";"352360";25;0;21;4
"3467";"352390";567;0;428;139
"3468";"352400";88;0;50;38
"3469";"352410";136;0;71;65
"3470";"352420";23;0;23;0
"3471";"352430";155;0;59;96
"3472";"352440";519;0;247;272
"3473";"352450";176,5;0;135;41,5
"3474";"352470";65;0;65;0
"3475";"352480";137,5;0;80;57,5
"3476";"352500";166;0;70;96
"3477";"352510";56;0;41;15
"3478";"352520";11;0;11;0
"3479";"352530";898;0;713;186
"3480";"352550";19;0;19;0
"3481";"352570";61;0;40;21
"3482";"352590";793;0;319;474
"3483";"352600";52;0;26;26
"3484";"352610";13;0;13;0
"3485";"352620";24;0;24;0
"3486";"352640";49;0;35;14
"3487";"352670";135;0;82;53
"3488";"352680";85;0;57;28
"3489";"352690";505;0;278;227
"3490";"352710";549;0;431;118
"3491";"352720";177;0;104;73
"3492";"352730";27;0;24;3
"3493";"352740";67;0;48;19
"3494";"352770";32;0;15;17
"3495";"352800";31;0;18;13
"3496";"352810";24;0;5;19
"3497";"352850";48;0;48;0
"3498";"352880";27;0;22;5
"3499";"352900";1063;0;788,5;275
"3500";"352920";66;0;41;25
"3501";"352930";161;0;93;68
"3502";"352940";503;0;280;223
"3503";"352970";64;0;43;21
"3504";"352990";16;0;16;0
"3505";"353010";128;0;98;30
"3506";"353030";93;0;24;69
"3507";"353050";145;0;106;39
"3508";"353060";981,5;0;637;344,5
"3509";"353070";295;0;164;131
"3510";"353080";212;0;134;78
"3511";"353110";44;0;44;0
"3512";"353130";115;0;64;51
"3513";"353140";80;0;35;45
"3514";"353150";71;0;48;23
"3515";"353180";45;0;38;7
"3516";"353190";45;0;31;14
"3517";"353200";27;0;17;10
"3518";"353210";37;0;23;14
"3519";"353240";28;0;28;0
"3520";"353250";34;0;11;23
"3521";"353260";124;0;36;88
"3522";"353290";12;0;7;5
"3523";"353300";128,5;0;42;47
"3524";"353340";52;0;52;0
"3525";"353350";130;0;38;92
"3526";"353390";101;0;81;20
"3527";"353430";118;0;72;46
"3528";"353440";1016;0;543;473
"3529";"353460";119;0;72;47
"3530";"353470";322;0;242;80
"3531";"353475";39;0;10;29
"3532";"353490";32;0;29;3
"3533";"353520";24;0;10;14
"3534";"353530";68;0;44;24
"3535";"353540";65;0;45;20
"3536";"353550";103;0;83;20
"3537";"353560";24;0;11;13
"3538";"353580";36;0;31;5
"3539";"353600";32;0;26;6
"3540";"353620";175;0;175;0
"3541";"353630";35;0;23;12
"3542";"353650";106;0;88;18
"3543";"353660";24;0;9;15
"3544";"353670";72;0;52;20
"3545";"353700";53;0;39;14
"3546";"353710";49;0;39;10
"3547";"353730";263;0;180;83
"3548";"353740";102;0;65;37
"3549";"353760";55;0;55;0
"3550";"353780";515;0;511;4
"3551";"353790";35;0;27;8
"3552";"353800";249;0;143;106
"3553";"353860";35;0;25;10
"3554";"353870";781;0;358;423
"3555";"353880";82;0;73;9
"3556";"353890";153;0;83;70
"3557";"353900";37;0;9;28
"3558";"353920";59;0;59;0
"3559";"353930";120;0;60;60
"3560";"353940";30;0;26;4
"3561";"353950";50;0;33;17
"3562";"353980";24;0;24;0
"3563";"354000";41;0;41;0
"3564";"354020";75;0;42;33
"3565";"354040";18;0;8;10
"3566";"354060";45;0;34;11
"3567";"354070";61;0;37;24
"3568";"354080";28;0;20;8
"3569";"354100";239;0;163;76
"3570";"354120";51;0;40;11
"3571";"354130";78;0;68;10
"3572";"354140";1650;0;1120;529
"3573";"354150";101;0;79;22
"3574";"354160";78;0;78;0
"3575";"354190";38;0;19;19
"3576";"354220";105;0;77;28
"3577";"354240";26;0;18;8
"3578";"354260";88;0;46;42
"3579";"354290";21;0;9;12
"3580";"354300";39;0;38;1
"3581";"354330";139;0;46;93
"3582";"354340";2215;0;1549;666
"3583";"354380";33;0;20;13
"3584";"354390";504;0;302;202
"3585";"354400";62;0;43;19
"3586";"354420";36;0;7;29
"3587";"354425";68;0;59;9
"3588";"354430";14;0;14;0
"3589";"354490";29;0;19;10
"3590";"354500";24;0;21;3
"3591";"354520";112;0;49;63
"3592";"354530";1011;0;985;26
"3593";"354540";34;0;15;19
"3594";"354560";31;0;11;20
"3595";"354580";134;0;83;51
"3596";"354600";40;0;0;40
"3597";"354630";46;0;24;22
"3598";"354640";117;0;84;33
"3599";"354660";82,5;0;39;43,5
"3600";"354680";108;0;96;12
"3601";"354700";5;0;5;0
"3602";"354730";29;0;29;0
"3603";"354750";299;0;276;23
"3604";"354760";30;0;18;12
"3605";"354770";56;0;37;19
"3606";"354780";1752;0;744;1008
"3607";"354790";12;0;12;0
"3608";"354850";1954;0;973;978
"3609";"354860";64;0;16;48
"3610";"354870";1989,5;0;882;1117
"3611";"354880";757;0;248;509
"3612";"354890";494;0;241;253
"3613";"354910";207;0;90;117
"3614";"354940";128;0;100;28
"3615";"354970";155;0;94;61
"3616";"354980";1808;0;1142;666
"3617";"354990";1679,5;0;965;718,5
"3618";"355000";26;0;11;15
"3619";"355010";75;0;58;17
"3620";"355020";6;0;6;0
"3621";"355030";34923;25;18162,5;16771,5
"3622";"355040";81;0;62;19
"3623";"355060";98;0;45;53
"3624";"355070";118;0;106;12
"3625";"355080";30;0;26;4
"3626";"355090";40;0;32;8
"3627";"355100";208;0;146;62
"3628";"355150";58;0;43;15
"3629";"355160";65;0;49;16
"3630";"355170";190;0;93;97
"3631";"355200";12;0;3;9
"3632";"355210";62;0;62;0
"3633";"355220";2788;0;2293;513
"3634";"355230";28;0;21;7
"3635";"355240";238;0;234;4
"3636";"355250";362;0;219,5;141
"3637";"355260";30;0;11;19
"3638";"355270";35;0;22;13
"3639";"355280";614;0;375;239
"3640";"355300";17;0;12;5
"3641";"355320";11;0;10;1
"3642";"355330";36;0;23;13
"3643";"355340";72;0;38;34
"3644";"355360";34;0;21;13
"3645";"355370";176;0;128;48
"3646";"355380";54;0;36;18
"3647";"355400";149;0;104;45
"3648";"355410";537,5;0;289,5;248
"3649";"355430";58;0;52;6
"3650";"355440";34;0;30;4
"3651";"355450";93;0;57;36
"3652";"355470";20;0;20;0
"3653";"355480";39;0;2;36
"3654";"355500";897;0;843;54
"3655";"355510";48;0;30;18
"3656";"355540";96;0;71;25
"3657";"355580";40,5;0;9;31,5
"3658";"355600";34;0;15;19
"3659";"355620";190;0;70;120
"3660";"355630";55;0;31;24
"3661";"355640";88;0;53;35
"3662";"355650";31;0;31;0
"3663";"355670";102;0;65;37
"3664";"355680";54;0;20;34
"3665";"355690";13;0;13;0
"3666";"355700";200;0;106;94
"3667";"355710";280;0;135;145
"3668";"355720";48;0;20;28
"3669";"170070";10;0;10;0
"3670";"170100";10;0;10;0
"3671";"170190";5;0;5;0
"3672";"170200";28;0;28;0
"3673";"170210";737;0;647;90
"3674";"170220";25;0;25;0
"3675";"170230";24;0;24;0
"3676";"170240";53;0;53;0
"3677";"170255";97;0;97;0
"3678";"170370";5;0;5;0
"3679";"170550";71;0;59;12
"3680";"170555";17;0;17;0
"3681";"170610";17;0;17;0
"3682";"170700";47;0;47;0
"3683";"170710";9;0;9;0
"3684";"170730";5;0;5;0
"3685";"170765";5;0;5;0
"3686";"170820";28;0;28;0
"3687";"170900";10;0;10;0
"3688";"170930";57;0;57;0
"3689";"170950";246;0;124;122
"3690";"171050";28;0;28;0
"3691";"171070";15;0;15;0
"3692";"171190";10;0;10;0
"3693";"171320";67;0;67;0
"3694";"171330";26;0;26;0
"3695";"171360";7;0;7;0
"3696";"171420";9;0;9;0
"3697";"171430";31;0;31;0
"3698";"171575";5;0;5;0
"3699";"171610";80;0;70;10
"3700";"171620";26;0;26;0
"3701";"171650";30,5;0;30,5;0
"3702";"171660";26;0;26;0
"3703";"171670";9;0;9;0
"3704";"171700";6;0;6;0
"3705";"171750";17;0;17;0
"3706";"171790";9;0;9;0
"3707";"171820";110;0;110;0
"3708";"171840";5;0;5;0
"3709";"171886";6;0;6;0
"3710";"172049";21;0;21;0
"3711";"172065";5;0;5;0
"3712";"172090";46;0;46;0
"3713";"172100";481;0;371;110
"3714";"172120";40;0;40;0
"3715";"172210";37;0;37;0
